"","hgnc_symbol","ensembl_gene_id","entrezgene_id","gene_biotype","description"
"GRIN1","GRIN1","ENSG00000176884",2902,"protein_coding","glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]"
"GRIN2B","GRIN2B","ENSG00000273079",2904,"protein_coding","glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586]"
"GRIN2C","GRIN2C","ENSG00000161509",2905,"protein_coding","glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]"
"GRIN2D","GRIN2D","ENSG00000105464",2906,"protein_coding","glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]"
"GRINA","GRINA","ENSG00000178719",2907,"protein_coding","glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]"
"NR3C1","NR3C1","ENSG00000113580",2908,"protein_coding","nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]"
"ARHGAP35","ARHGAP35","ENSG00000160007",2909,"protein_coding","Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591]"
"GRM1","GRM1","ENSG00000152822",2911,"protein_coding","glutamate metabotropic receptor 1 [Source:HGNC Symbol;Acc:HGNC:4593]"
"GRM2","GRM2","ENSG00000164082",2912,"protein_coding","glutamate metabotropic receptor 2 [Source:HGNC Symbol;Acc:HGNC:4594]"
"GRM3","GRM3","ENSG00000198822",2913,"protein_coding","glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595]"
"GRM4","GRM4","ENSG00000124493",2914,"protein_coding","glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596]"
"GRM5","GRM5","ENSG00000168959",2915,"protein_coding","glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597]"
"GRM6","GRM6","ENSG00000113262",2916,"protein_coding","glutamate metabotropic receptor 6 [Source:HGNC Symbol;Acc:HGNC:4598]"
"GRM7","GRM7","ENSG00000196277",2917,"protein_coding","glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]"
"GRM8","GRM8","ENSG00000179603",2918,"protein_coding","glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600]"
"CXCL1","CXCL1","ENSG00000163739",2919,"protein_coding","C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]"
"CXCL2","CXCL2","ENSG00000081041",2920,"protein_coding","C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]"
"CXCL3","CXCL3","ENSG00000163734",2921,"protein_coding","C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]"
"GRP","GRP","ENSG00000134443",2922,"protein_coding","gastrin releasing peptide [Source:HGNC Symbol;Acc:HGNC:4605]"
"PDIA3","PDIA3","ENSG00000167004",2923,"protein_coding","protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]"
"GRPR","GRPR","ENSG00000126010",2925,"protein_coding","gastrin releasing peptide receptor [Source:HGNC Symbol;Acc:HGNC:4609]"
"GRSF1","GRSF1","ENSG00000132463",2926,"protein_coding","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]"
"GSC2","GSC2","ENSG00000063515",2928,"protein_coding","goosecoid homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4613]"
"GSK3A","GSK3A","ENSG00000105723",2931,"protein_coding","glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]"
"GSK3B","GSK3B","ENSG00000082701",2932,"protein_coding","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]"
"GSN","GSN","ENSG00000148180",2934,"protein_coding","gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
"GSPT1","GSPT1","ENSG00000103342",2935,"protein_coding","G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]"
"GSR","GSR","ENSG00000104687",2936,"protein_coding","glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]"
"GSS","GSS","ENSG00000100983",2937,"protein_coding","glutathione synthetase [Source:HGNC Symbol;Acc:HGNC:4624]"
"GSTA1","GSTA1","ENSG00000243955",2938,"protein_coding","glutathione S-transferase alpha 1 [Source:HGNC Symbol;Acc:HGNC:4626]"
"GSTA2","GSTA2","ENSG00000244067",2939,"protein_coding","glutathione S-transferase alpha 2 [Source:HGNC Symbol;Acc:HGNC:4627]"
"GSTA3","GSTA3","ENSG00000174156",2940,"protein_coding","glutathione S-transferase alpha 3 [Source:HGNC Symbol;Acc:HGNC:4628]"
"GSTA4","GSTA4","ENSG00000170899",2941,"protein_coding","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]"
"GSTM1","GSTM1","ENSG00000134184",2944,"protein_coding","glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]"
"GSTM2","GSTM2","ENSG00000213366",2946,"protein_coding","glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]"
"GSTM3","GSTM3","ENSG00000134202",2947,"protein_coding","glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635]"
"GSTM4","GSTM4","ENSG00000168765",2948,"protein_coding","glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:HGNC:4636]"
"GSTM5","GSTM5","ENSG00000134201",2949,"protein_coding","glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]"
"GSTP1","GSTP1","ENSG00000084207",2950,"protein_coding","glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]"
"GSTT1","GSTT1","ENSG00000277656",2952,"protein_coding","glutathione S-transferase theta 1 [Source:HGNC Symbol;Acc:HGNC:4641]"
"GSTT2","GSTT2","ENSG00000099984",2953,"protein_coding","glutathione S-transferase theta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4642]"
"GSTZ1","GSTZ1","ENSG00000100577",2954,"protein_coding","glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]"
"MSH6","MSH6","ENSG00000116062",2956,"protein_coding","mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]"
"GTF2A1","GTF2A1","ENSG00000165417",2957,"protein_coding","general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]"
"GTF2A2","GTF2A2","ENSG00000140307",2958,"protein_coding","general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]"
"GTF2B","GTF2B","ENSG00000137947",2959,"protein_coding","general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648]"
"GTF2E1","GTF2E1","ENSG00000153767",2960,"protein_coding","general transcription factor IIE subunit 1 [Source:HGNC Symbol;Acc:HGNC:4650]"
"GTF2E2","GTF2E2","ENSG00000197265",2961,"protein_coding","general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]"
"GTF2F1","GTF2F1","ENSG00000125651",2962,"protein_coding","general transcription factor IIF subunit 1 [Source:HGNC Symbol;Acc:HGNC:4652]"
"GTF2F2","GTF2F2","ENSG00000188342",2963,"protein_coding","general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]"
"GTF2H1","GTF2H1","ENSG00000288114",2965,"protein_coding","general transcription factor IIH subunit 1 [Source:HGNC Symbol;Acc:HGNC:4655]"
"GTF2H2","GTF2H2","ENSG00000276910",2966,"protein_coding","general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]"
"GTF2H3","GTF2H3","ENSG00000111358",2967,"protein_coding","general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]"
"GTF2H4","GTF2H4","ENSG00000213780",2968,"protein_coding","general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658]"
"GTF2I","GTF2I","ENSG00000263001",2969,"protein_coding","general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]"
"GTF3A","GTF3A","ENSG00000122034",2971,"protein_coding","general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]"
"BRF1","BRF1","ENSG00000185024",2972,"protein_coding","BRF1 RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:11551]"
"GUCY1B2","GUCY1B2","ENSG00000123201",NA,"transcribed_unitary_pseudogene","guanylate cyclase 1 soluble subunit beta 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4686]"
"GTF3C1","GTF3C1","ENSG00000077235",2975,"protein_coding","general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]"
"GTF3C2","GTF3C2","ENSG00000115207",2976,"protein_coding","general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]"
"GUCY1A2","GUCY1A2","ENSG00000152402",2977,"protein_coding","guanylate cyclase 1 soluble subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4684]"
"GUCA1A","GUCA1A","ENSG00000048545",2978,"protein_coding","guanylate cyclase activator 1A [Source:HGNC Symbol;Acc:HGNC:4678]"
"GUCA1B","GUCA1B","ENSG00000112599",2979,"protein_coding","guanylate cyclase activator 1B [Source:HGNC Symbol;Acc:HGNC:4679]"
"GUCA2A","GUCA2A","ENSG00000197273",2980,"protein_coding","guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]"
"GUCA2B","GUCA2B","ENSG00000044012",2981,"protein_coding","guanylate cyclase activator 2B [Source:HGNC Symbol;Acc:HGNC:4683]"
"GUCY1A1","GUCY1A1","ENSG00000164116",2982,"protein_coding","guanylate cyclase 1 soluble subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4685]"
"GUCY1B1","GUCY1B1","ENSG00000061918",2983,"protein_coding","guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]"
"GUCY2C","GUCY2C","ENSG00000070019",2984,"protein_coding","guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]"
"GUCY2F","GUCY2F","ENSG00000101890",2986,"protein_coding","guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:HGNC:4691]"
"GUK1","GUK1","ENSG00000143774",2987,"protein_coding","guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]"
"GUSB","GUSB","ENSG00000169919",2990,"protein_coding","glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696]"
"GYG1","GYG1","ENSG00000163754",2992,"protein_coding","glycogenin 1 [Source:HGNC Symbol;Acc:HGNC:4699]"
"GYPA","GYPA","ENSG00000170180",2993,"protein_coding","glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4702]"
"GYPB","GYPB","ENSG00000250361",2994,"protein_coding","glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4703]"
"GYPC","GYPC","ENSG00000136732",2995,"protein_coding","glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]"
"GYPE","GYPE","ENSG00000197465",2996,"protein_coding","glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]"
"GYS1","GYS1","ENSG00000104812",2997,"protein_coding","glycogen synthase 1 [Source:HGNC Symbol;Acc:HGNC:4706]"
"GYS2","GYS2","ENSG00000111713",2998,"protein_coding","glycogen synthase 2 [Source:HGNC Symbol;Acc:HGNC:4707]"
"GZMH","GZMH","ENSG00000100450",2999,"protein_coding","granzyme H [Source:HGNC Symbol;Acc:HGNC:4710]"
"GUCY2D","GUCY2D","ENSG00000132518",3000,"protein_coding","guanylate cyclase 2D, retinal [Source:HGNC Symbol;Acc:HGNC:4689]"
"GZMA","GZMA","ENSG00000145649",3001,"protein_coding","granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]"
"GZMB","GZMB","ENSG00000100453",3002,"protein_coding","granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]"
"GZMK","GZMK","ENSG00000113088",3003,"protein_coding","granzyme K [Source:HGNC Symbol;Acc:HGNC:4711]"
"GZMM","GZMM","ENSG00000197540",3004,"protein_coding","granzyme M [Source:HGNC Symbol;Acc:HGNC:4712]"
"H1F0",NA,NA,NA,NA,NA
"HIST1H1C",NA,NA,NA,NA,NA
"HIST1H1D",NA,NA,NA,NA,NA
"HIST1H1E",NA,NA,NA,NA,NA
"HIST1H1B",NA,NA,NA,NA,NA
"HIST1H1T",NA,NA,NA,NA,NA
"HIST1H2AE",NA,NA,NA,NA,NA
"HIST1H2AD",NA,NA,NA,NA,NA
"H2AFX",NA,NA,NA,NA,NA
"H2AFZ",NA,NA,NA,NA,NA
"HIST1H2BD",NA,NA,NA,NA,NA
"HIST1H2BB",NA,NA,NA,NA,NA
"H3F3A",NA,NA,NA,NA,NA
"H3F3B",NA,NA,NA,NA,NA
"HIST1H1A",NA,NA,NA,NA,NA
"HABP2","HABP2","ENSG00000148702",3026,"protein_coding","hyaluronan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4798]"
"HSD17B10","HSD17B10","ENSG00000072506",3028,"protein_coding","hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]"
"HAGH","HAGH","ENSG00000063854",3029,"protein_coding","hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]"
"HADHA","HADHA","ENSG00000084754",3030,"protein_coding","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]"
"HADHB","HADHB","ENSG00000138029",3032,"protein_coding","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]"
"HADH","HADH","ENSG00000138796",3033,"protein_coding","hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]"
"HAL","HAL","ENSG00000084110",3034,"protein_coding","histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]"
"HARS",NA,NA,NA,NA,NA
"HAS1","HAS1","ENSG00000105509",3036,"protein_coding","hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818]"
"HAS2","HAS2","ENSG00000170961",3037,"protein_coding","hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]"
"HAS3","HAS3","ENSG00000103044",3038,"protein_coding","hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]"
"HBA1","HBA1","ENSG00000206172",3039,"protein_coding","hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]"
"HBA2","HBA2","ENSG00000188536",3040,"protein_coding","hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]"
"HBM","HBM","ENSG00000206177",3042,"protein_coding","hemoglobin subunit mu [Source:HGNC Symbol;Acc:HGNC:4826]"
"HBB","HBB","ENSG00000244734",3043,"protein_coding","hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]"
"HBBP1","HBBP1","ENSG00000229988",NA,"transcribed_unprocessed_pseudogene","hemoglobin subunit beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4828]"
"HBD","HBD","ENSG00000223609",3045,"protein_coding","hemoglobin subunit delta [Source:HGNC Symbol;Acc:HGNC:4829]"
"HBE1","HBE1","ENSG00000213931",3046,"protein_coding","hemoglobin subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:4830]"
"HBG1","HBG1","ENSG00000213934",3047,"protein_coding","hemoglobin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:4831]"
"HBG2","HBG2","ENSG00000196565",3048,"protein_coding","hemoglobin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4832]"
"HBQ1","HBQ1","ENSG00000086506",3049,"protein_coding","hemoglobin subunit theta 1 [Source:HGNC Symbol;Acc:HGNC:4833]"
"HBZ","HBZ","ENSG00000130656",3050,"protein_coding","hemoglobin subunit zeta [Source:HGNC Symbol;Acc:HGNC:4835]"
"HCCS","HCCS","ENSG00000004961",3052,"protein_coding","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]"
"SERPIND1","SERPIND1","ENSG00000099937",3053,"protein_coding","serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]"
"HCFC1","HCFC1","ENSG00000172534",3054,"protein_coding","host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839]"
"HCK","HCK","ENSG00000101336",3055,"protein_coding","HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]"
"HCLS1","HCLS1","ENSG00000180353",3059,"protein_coding","hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]"
"HCRT","HCRT","ENSG00000161610",3060,"protein_coding","hypocretin neuropeptide precursor [Source:HGNC Symbol;Acc:HGNC:4847]"
"HCRTR1","HCRTR1","ENSG00000121764",3061,"protein_coding","hypocretin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4848]"
"HCRTR2","HCRTR2","ENSG00000137252",3062,"protein_coding","hypocretin receptor 2 [Source:HGNC Symbol;Acc:HGNC:4849]"
"HTT","HTT","ENSG00000197386",3064,"protein_coding","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]"
"HDAC1","HDAC1","ENSG00000116478",3065,"protein_coding","histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]"
"HDAC2","HDAC2","ENSG00000196591",3066,"protein_coding","histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]"
"HDC","HDC","ENSG00000140287",3067,"protein_coding","histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855]"
"HDGF","HDGF","ENSG00000143321",3068,"protein_coding","heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]"
"HDLBP","HDLBP","ENSG00000115677",3069,"protein_coding","high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]"
"HELLS","HELLS","ENSG00000119969",3070,"protein_coding","helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]"
"NCKAP1L","NCKAP1L","ENSG00000123338",3071,"protein_coding","NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]"
"HEXA","HEXA","ENSG00000213614",3073,"protein_coding","hexosaminidase subunit alpha [Source:HGNC Symbol;Acc:HGNC:4878]"
"HEXB","HEXB","ENSG00000049860",3074,"protein_coding","hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]"
"CFH","CFH","ENSG00000000971",3075,"protein_coding","complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]"
"HFE","HFE","ENSG00000010704",3077,"protein_coding","homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]"
"CFHR1","CFHR1","ENSG00000244414",3078,"protein_coding","complement factor H related 1 [Source:HGNC Symbol;Acc:HGNC:4888]"
"CFHR2","CFHR2","ENSG00000292003",3080,"protein_coding","complement factor H related 2 [Source:HGNC Symbol;Acc:HGNC:4890]"
"HGD","HGD","ENSG00000113924",3081,"protein_coding","homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]"
"HGF","HGF","ENSG00000019991",3082,"protein_coding","hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]"
"HGFAC","HGFAC","ENSG00000109758",3083,"protein_coding","HGF activator [Source:HGNC Symbol;Acc:HGNC:4894]"
"NRG1","NRG1","ENSG00000157168",3084,"protein_coding","neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]"
"HHEX","HHEX","ENSG00000152804",3087,"protein_coding","hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]"
"HIC1","HIC1","ENSG00000177374",3090,"protein_coding","HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]"
"HIF1A","HIF1A","ENSG00000100644",3091,"protein_coding","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]"
"HIP1","HIP1","ENSG00000127946",3092,"protein_coding","huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]"
"UBE2K","UBE2K","ENSG00000078140",3093,"protein_coding","ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]"
"HINT1","HINT1","ENSG00000169567",3094,"protein_coding","histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]"
"HIVEP1","HIVEP1","ENSG00000095951",3096,"protein_coding","HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]"
"HIVEP2","HIVEP2","ENSG00000010818",3097,"protein_coding","HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]"
"HK1","HK1","ENSG00000156515",3098,"protein_coding","hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]"
"HK2","HK2","ENSG00000159399",3099,"protein_coding","hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]"
"HK3","HK3","ENSG00000160883",3101,"protein_coding","hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925]"
"ZBTB48","ZBTB48","ENSG00000204859",3104,"protein_coding","zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]"
"HLA-A","HLA-A","ENSG00000229215",3105,"protein_coding","major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]"
"HLA-B","HLA-B","ENSG00000206450",3106,"protein_coding","major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]"
"HLA-C","HLA-C","ENSG00000204525",3107,"protein_coding","major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]"
"HLA-DMA","HLA-DMA","ENSG00000204257",3108,"protein_coding","major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]"
"HLA-DMB","HLA-DMB","ENSG00000242574",3109,"protein_coding","major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]"
"MNX1","MNX1","ENSG00000130675",3110,"protein_coding","motor neuron and pancreas homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4979]"
"HLA-DOA","HLA-DOA","ENSG00000204252",3111,"protein_coding","major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]"
"HLA-DOB","HLA-DOB","ENSG00000241106",3112,"protein_coding","major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]"
"HLA-DPA1","HLA-DPA1","ENSG00000231389",3113,"protein_coding","major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]"
"HLA-DPB1","HLA-DPB1","ENSG00000236693",3115,"protein_coding","major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]"
"HLA-DPB2","HLA-DPB2","ENSG00000226071",3116,"transcribed_unprocessed_pseudogene","major histocompatibility complex, class II, DP beta 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4941]"
"HLA-DQA1","HLA-DQA1","ENSG00000196735",3117,"protein_coding","major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]"
"HLA-DQA2","HLA-DQA2","ENSG00000237541",3117,"protein_coding","major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]"
"HLA-DQB1","HLA-DQB1","ENSG00000179344",3119,"protein_coding","major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]"
"HLA-DQB2","HLA-DQB2","ENSG00000232629",3120,"protein_coding","major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:HGNC:4945]"
"HLA-DRA","HLA-DRA","ENSG00000204287",3122,"protein_coding","major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]"
"HLA-DRB1","HLA-DRB1","ENSG00000229074",3123,"protein_coding","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]"
"HLA-DRB3","HLA-DRB3","ENSG00000230463",3125,"protein_coding","major histocompatibility complex, class II, DR beta 3 [Source:HGNC Symbol;Acc:HGNC:4951]"
"HLA-DRB4","HLA-DRB4","ENSG00000231021",3126,"protein_coding","major histocompatibility complex, class II, DR beta 4 [Source:HGNC Symbol;Acc:HGNC:4952]"
"HLA-DRB5","HLA-DRB5","ENSG00000198502",3127,"protein_coding","major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:HGNC:4953]"
